# TradeSchool Phase W1 — libm parity artifact
# Produced by backend/scripts/measure_libm_parity.py; the Kotlin-side contract is in
# backend/scripts/measure_libm_parity_kotlin_side.md (runnable reference: kotlin_side/).
# Columns: fn, input, numpy, libm — each an IEEE-754 double's exact bit pattern, big-endian.
# `numpy` is the value the goldens were captured from and the value a port must reproduce.
# `libm` is math.exp/math.log, i.e. the platform C library, recorded so the artifact shows
# whether NumPy's own kernel IS the libm on the machine that produced it.
# SAMPLE: 20049 of 2034617 distinct inputs (even stride over the sorted domain, both endpoints, plus every numpy/libm disagreement). Regenerate the complete stream with --full; verify it against the summary's digests.
fn	input	numpy	libm
exp	0x3f9d24aa976f45db	0x3ff0763f63095698	0x3ff0763f63095698
exp	0x3f9d2b071bd0d69d	0x3ff07659913dbe26	0x3ff07659913dbe26
exp	0x3f9d3452d706d3f3	0x3ff0767fd36143e4	0x3ff0767fd36143e4
exp	0x3f9d3c86aaea3ad8	0x3ff076a195d2784c	0x3ff076a195d2784c
exp	0x3f9d44d85b7207f6	0x3ff076c3d37219f7	0x3ff076c3d37219f7
exp	0x3f9d4cb9710a08f4	0x3ff076e441da2567	0x3ff076e441da2567
exp	0x3f9d53f8b72591c6	0x3ff077021675bb92	0x3ff077021675bb92
exp	0x3f9d5b78245e6c39	0x3ff07720f35a66ff	0x3ff07720f35a66ff
exp	0x3f9d626e383fe11a	0x3ff0773d9b150399	0x3ff0773d9b150399
exp	0x3f9d6a8dda97c622	0x3ff0775f0bea934a	0x3ff0775f0bea934a
exp	0x3f9d70880b486dde	0x3ff07777a720e8c9	0x3ff07777a720e8c9
exp	0x3f9d791ed96c0b0e	0x3ff0779b0306cf97	0x3ff0779b0306cf97
exp	0x3f9d80ea1f24640e	0x3ff077bb194a5898	0x3ff077bb194a5898
exp	0x3f9d88e0c149fb96	0x3ff077dbe25165e4	0x3ff077dbe25165e4
exp	0x3f9d90685cea7b76	0x3ff077fae27d55f5	0x3ff077fae27d55f5
exp	0x3f9d99ce86b5cf54	0x3ff07821953edb46	0x3ff07821953edb46
exp	0x3f9da1bf7f183ad2	0x3ff0784247c0a1d3	0x3ff0784247c0a1d3
exp	0x3f9da88a8350ef1d	0x3ff0785e402452fc	0x3ff0785e402452fc
exp	0x3f9db06fb71f477c	0x3ff0787ec2a9bcfd	0x3ff0787ec2a9bcfd
exp	0x3f9db97a77ad0ed6	0x3ff078a3fe37246c	0x3ff078a3fe37246c
exp	0x3f9dc07e2144d958	0x3ff078c0e084499d	0x3ff078c0e084499d
exp	0x3f9dc6ee4da88f1f	0x3ff078db63a6d3e8	0x3ff078db63a6d3e8
exp	0x3f9dcec8d4ea2374	0x3ff078fbbb2e33fe	0x3ff078fbbb2e33fe
exp	0x3f9dd5fdb6b781b4	0x3ff0791968c8232a	0x3ff0791968c8232a
exp	0x3f9ddefb0cf81a79	0x3ff0793e6e734b85	0x3ff0793e6e734b85
exp	0x3f9de71c2b082f55	0x3ff0795fe976409a	0x3ff0795fe976409a
exp	0x3f9dee7c41e54cff	0x3ff0797e49b94254	0x3ff0797e49b94254
exp	0x3f9df6e52eca2795	0x3ff079a0ed00c177	0x3ff079a0ed00c177
exp	0x3f9dfdf34092430a	0x3ff079bdfbe6f0b0	0x3ff079bdfbe6f0b0
exp	0x3f9e0458b91b9afc	0x3ff079d8548b723d	0x3ff079d8548b723d
exp	0x3f9e0d9882103633	0x3ff079fe6d990753	0x3ff079fe6d990753
exp	0x3f9e14bc4d27e079	0x3ff07a1bd6a0897e	0x3ff07a1bd6a0897e
exp	0x3f9e1d37ec33bc09	0x3ff07a3ec83742f4	0x3ff07a3ec83742f4
exp	0x3f9e2541fae13b52	0x3ff07a5fe6442e8a	0x3ff07a5fe6442e8a
exp	0x3f9e2d00954e94eb	0x3ff07a7fcdbbd93f	0x3ff07a7fcdbbd93f
exp	0x3f9e34359cc4bb58	0x3ff07a9d7eac1b64	0x3ff07a9d7eac1b64
exp	0x3f9e3bffb1cc3808	0x3ff07abd95e5ac08	0x3ff07abd95e5ac08
exp	0x3f9e447b278586ea	0x3ff07ae088292cb5	0x3ff07ae088292cb5
exp	0x3f9e4dd50900e7c7	0x3ff07b070f1e67ad	0x3ff07b070f1e67ad
exp	0x3f9e558b345d4f4c	0x3ff07b26d519cb4c	0x3ff07b26d519cb4c
exp	0x3f9e5dfa87c34ab4	0x3ff07b49963d2f69	0x3ff07b49963d2f69
exp	0x3f9e64d1d161a589	0x3ff07b65c655b527	0x3ff07b65c655b527
exp	0x3f9e6cacdfde05aa	0x3ff07b8625074df5	0x3ff07b8625074df5
exp	0x3f9e74c1e6420022	0x3ff07ba772d812d5	0x3ff07ba772d812d5
exp	0x3f9e7c43a6c9b255	0x3ff07bc662075992	0x3ff07bc662075992
exp	0x3f9e858b4d304182	0x3ff07bec9ff4cad4	0x3ff07bec9ff4cad4
exp	0x3f9e8ca494cba547	0x3ff07c09e11a7718	0x3ff07c09e11a7718
exp	0x3f9e954cb099b7ac	0x3ff07c2d8e210964	0x3ff07c2d8e210964
exp	0x3f9e9cf4556a1b2f	0x3ff07c4d1a769e08	0x3ff07c4d1a769e08
exp	0x3f9ea4c53d2c160d	0x3ff07c6d5117d888	0x3ff07c6d5117d888
exp	0x3f9eacbc2921f2a0	0x3ff07c8e24a89b1b	0x3ff07c8e24a89b1b
exp	0x3f9eb3968f0c4c11	0x3ff07caa63be563b	0x3ff07caa63be563b
exp	0x3f9ebae159702860	0x3ff07cc872486de3	0x3ff07cc872486de3
exp	0x3f9ec2f0d3d2d027	0x3ff07ce9abc73062	0x3ff07ce9abc73062
exp	0x3f9eca7f914524a7	0x3ff07d08d2dcd7b7	0x3ff07d08d2dcd7b7
exp	0x3f9ed2dcd71725c8	0x3ff07d2b4d8d65bc	0x3ff07d2b4d8d65bc
exp	0x3f9edc733fc4b6f7	0x3ff07d52d3638b89	0x3ff07d52d3638b89
exp	0x3f9ee533ea3da824	0x3ff07d76e86ef4bb	0x3ff07d76e86ef4bb
exp	0x3f9eee24ad285dec	0x3ff07d9bc4116186	0x3ff07d9bc4116186
exp	0x3f9ef7aac18a3204	0x3ff07dc307a28231	0x3ff07dc307a28231
exp	0x3f9effd65c6eff6d	0x3ff07de4b711822a	0x3ff07de4b711822a
exp	0x3f9f07407dc51ffa	0x3ff07e03490fb677	0x3ff07e03490fb677
exp	0x3f9f0dfccb6aee8f	0x3ff07e1f0e8ec5a1	0x3ff07e1f0e8ec5a1
exp	0x3f9f14d02560a9b3	0x3ff07e3b33453022	0x3ff07e3b33453022
exp	0x3f9f1c6c160c8ba0	0x3ff07e5a93467201	0x3ff07e5a93467201
exp	0x3f9f23f0550a1b05	0x3ff07e7991cf7bc6	0x3ff07e7991cf7bc6
exp	0x3f9f2b9fd4b2952a	0x3ff07e9942ee5a15	0x3ff07e9942ee5a15
exp	0x3f9f34cb28707159	0x3ff07ebf129cc86f	0x3ff07ebf129cc86f
exp	0x3f9f3d78652fb9fb	0x3ff07ee2daa60660	0x3ff07ee2daa60660
exp	0x3f9f4529ab534ac6	0x3ff07f0293e17b7e	0x3ff07f0293e17b7e
exp	0x3f9f4e6a857ed6a7	0x3ff07f28bd4752f7	0x3ff07f28bd4752f7
exp	0x3f9f5470beb0ae32	0x3ff07f4195c1c33c	0x3ff07f4195c1c33c
exp	0x3f9f5c1e0943e65c	0x3ff07f613f465169	0x3ff07f613f465169
exp	0x3f9f63dbfa4288c6	0x3ff07f812db40ecc	0x3ff07f812db40ecc
exp	0x3f9f6b41f9d5deee	0x3ff07f9fb1a3f51f	0x3ff07f9fb1a3f51f
exp	0x3f9f73da058a4bcf	0x3ff07fc3242b681b	0x3ff07fc3242b681b
exp	0x3f9f7c7ea5ba1dea	0x3ff07fe6cae33147	0x3ff07fe6cae33147
exp	0x3f9f844e20ad757d	0x3ff0800702ac98f4	0x3ff0800702ac98f4
exp	0x3f9f8b7d83c86200	0x3ff08024a64c9e73	0x3ff08024a64c9e73
exp	0x3f9f92f6522e712b	0x3ff0804379014320	0x3ff0804379014320
exp	0x3f9f9b7b333dd31c	0x3ff080669dd6c289	0x3ff080669dd6c289
exp	0x3f9fa2b96726be7e	0x3ff080847f41c0d8	0x3ff080847f41c0d8
exp	0x3f9faa5a87ebd56a	0x3ff080a3f903aa3d	0x3ff080a3f903aa3d
exp	0x3f9fb1f46a0988ce	0x3ff080c3551dc877	0x3ff080c3551dc877
exp	0x3f9fba272d44c13d	0x3ff080e528361f8e	0x3ff080e528361f8e
exp	0x3f9fc18154cb2b22	0x3ff081037dda3e03	0x3ff081037dda3e03
exp	0x3f9fca7bcf5287b6	0x3ff081288983b4da	0x3ff081288983b4da
exp	0x3f9fd33143cbdb1d	0x3ff0814c78b0e690	0x3ff0814c78b0e690
exp	0x3f9fdab9294b9693	0x3ff0816b8bd2c8ab	0x3ff0816b8bd2c8ab
exp	0x3f9fe1a937e04243	0x3ff081882c9e4d3b	0x3ff081882c9e4d3b
exp	0x3f9feac67e6d5803	0x3ff081adc909c76d	0x3ff081adc909c76d
exp	0x3f9ff27df1b6d6cd	0x3ff081cda1212cbe	0x3ff081cda1212cbe
exp	0x3f9ffa21d776519f	0x3ff081ed28c4bc26	0x3ff081ed28c4bc26
exp	0x3fa000f3bf7fe228	0x3ff0820d3bf53478	0x3ff0820d3bf53478
exp	0x3fa0054016a012c3	0x3ff08230b652e5a4	0x3ff08230b652e5a4
exp	0x3fa0089bdcbd21b4	0x3ff0824c6f3a2eec	0x3ff0824c6f3a2eec
exp	0x3fa00c6b1e482544	0x3ff0826be195b609	0x3ff0826be195b609
exp	0x3fa0106eff923066	0x3ff0828d069613c1	0x3ff0828d069613c1
exp	0x3fa01435737c1eab	0x3ff082ac30c06eb8	0x3ff082ac30c06eb8
exp	0x3fa018314ae4e255	0x3ff082cd13e522d0	0x3ff082cd13e522d0
exp	0x3fa01bfcd1227558	0x3ff082ec6867017f	0x3ff082ec6867017f
exp	0x3fa01fc5fe3f643a	0x3ff0830ba9c172a9	0x3ff0830ba9c172a9
exp	0x3fa023f9390ae673	0x3ff0832e56f0414f	0x3ff0832e56f0414f
exp	0x3fa027bb5cab0db0	0x3ff0834d5ead9c67	0x3ff0834d5ead9c67
exp	0x3fa02bbdf581c73d	0x3ff0836e7adac097	0x3ff0836e7adac097
exp	0x3fa0305517ba99f2	0x3ff0839461c0d9f0	0x3ff0839461c0d9f0
exp	0x3fa0342f58add24e	0x3ff083b4315c8863	0x3ff083b4315c8863
exp	0x3fa037ad18c2846e	0x3ff083d1055d8834	0x3ff083d1055d8834
exp	0x3fa03bf403a55f6d	0x3ff083f456be79f0	0x3ff083f456be79f0
exp	0x3fa03fdc971d113f	0x3ff084149d58fbf9	0x3ff084149d58fbf9
exp	0x3fa0432a51b74cf0	0x3ff0842fe5707efd	0x3ff0842fe5707efd
exp	0x3fa047700f537938	0x3ff084532de4433c	0x3ff084532de4433c
exp	0x3fa04c187558ea9d	0x3ff08479a56d3e82	0x3ff08479a56d3e82
exp	0x3fa05022bd7318a2	0x3ff0849b036c16a1	0x3ff0849b036c16a1
exp	0x3fa05390f323fa03	0x3ff084b758a5a4ef	0x3ff084b758a5a4ef
exp	0x3fa058b4aa43583e	0x3ff084e1cba18860	0x3ff084e1cba18860
exp	0x3fa05cfc66e34482	0x3ff08505260e3794	0x3ff08505260e3794
exp	0x3fa0606e6e3cef24	0x3ff085219b894fb3	0x3ff085219b894fb3
exp	0x3fa06428fc2a080c	0x3ff085406849f4af	0x3ff085406849f4af
exp	0x3fa068a367b0e554	0x3ff08565662cbb0b	0x3ff08565662cbb0b
exp	0x3fa06c7119e243b3	0x3ff08584d18bc5fb	0x3ff08584d18bc5fb
exp	0x3fa070b25a65ef6e	0x3ff085a7f7c31989	0x3ff085a7f7c31989
exp	0x3fa073e48b8c6a0d	0x3ff085c25ef79584	0x3ff085c25ef79584
exp	0x3fa077c6c32442b9	0x3ff085e274905b5f	0x3ff085e274905b5f
exp	0x3fa07bf111bdede7	0x3ff08604ddfe0870	0x3ff08604ddfe0870
exp	0x3fa07f53eef43151	0x3ff08620d7e78c33	0x3ff08620d7e78c33
exp	0x3fa0831510ac3479	0x3ff0863fdcdbe440	0x3ff0863fdcdbe440
exp	0x3fa0879f58eac72d	0x3ff08665600a4e69	0x3ff08665600a4e69
exp	0x3fa08baa0e255793	0x3ff08686c5702ed8	0x3ff08686c5702ed8
exp	0x3fa08ffbbbd7d381	0x3ff086aa7587cc08	0x3ff086aa7587cc08
exp	0x3fa093f494a0de25	0x3ff086cb47e1f1ff	0x3ff086cb47e1f1ff
exp	0x3fa097c6b29acc11	0x3ff086eada721a6b	0x3ff086eada721a6b
exp	0x3fa09c0eaff88ad2	0x3ff0870e3b50efda	0x3ff0870e3b50efda
exp	0x3fa09ff0750e7c3d	0x3ff0872e4fbbd823	0x3ff0872e4fbbd823
exp	0x3fa0a4095497fbb3	0x3ff087502bc8a2da	0x3ff087502bc8a2da
exp	0x3fa0a8646e3fb038	0x3ff087742b70f30d	0x3ff087742b70f30d
exp	0x3fa0ac356fde5918	0x3ff08793b6159af7	0x3ff08793b6159af7
exp	0x3fa0aff0484dd0ac	0x3ff087b289cd5f89	0x3ff087b289cd5f89
exp	0x3fa0b4d11b830da3	0x3ff087dadb935f6c	0x3ff087dadb935f6c
exp	0x3fa0b90df6516e17	0x3ff087fde26a59f0	0x3ff087fde26a59f0
exp	0x3fa0bd02274a146d	0x3ff0881e90eb407c	0x3ff0881e90eb407c
exp	0x3fa0c146851bc83b	0x3ff08841d66990c7	0x3ff08841d66990c7
exp	0x3fa0c56646e6a575	0x3ff08863ed924992	0x3ff08863ed924992
exp	0x3fa0c94871eb500d	0x3ff0888407df0f99	0x3ff0888407df0f99
exp	0x3fa0cdb8b6c2fdad	0x3ff088a8b925d09a	0x3ff088a8b925d09a
exp	0x3fa0d13d2c2b8d2d	0x3ff088c5cd4292fd	0x3ff088c5cd4292fd
exp	0x3fa0d57c2f678044	0x3ff088e8e7e2849c	0x3ff088e8e7e2849c
exp	0x3fa0d9dfd4491850	0x3ff0890d31a85295	0x3ff0890d31a85295
exp	0x3fa0ddf1817017ad	0x3ff0892ed609706d	0x3ff0892ed609706d
exp	0x3fa0e1ab59bf4877	0x3ff0894da47a3e6c	0x3ff0894da47a3e6c
exp	0x3fa0e576552aa2b0	0x3ff0896d00d6dadb	0x3ff0896d00d6dadb
exp	0x3fa0e94195cb5b4f	0x3ff0898c5fab3398	0x3ff0898c5fab3398
exp	0x3fa0ecbfd84970b2	0x3ff089a9421655cc	0x3ff089a9421655cc
exp	0x3fa0f0a8e544b461	0x3ff089c997c4b345	0x3ff089c997c4b345
exp	0x3fa0f5be826ecefa	0x3ff089f3a32c8140	0x3ff089f3a32c8140
exp	0x3fa0fa276ad2150a	0x3ff08a181ac33007	0x3ff08a181ac33007
exp	0x3fa0fec92efb719e	0x3ff08a3e68e2886c	0x3ff08a3e68e2886c
exp	0x3fa1036581240f74	0x3ff08a648a51c591	0x3ff08a648a51c591
exp	0x3fa10751be8bda6e	0x3ff08a84fbce955a	0x3ff08a84fbce955a
exp	0x3fa10ad3711896c9	0x3ff08aa1fc5ab175	0x3ff08aa1fc5ab175
exp	0x3fa10eb35a3832f9	0x3ff08ac208566069	0x3ff08ac208566069
exp	0x3fa1127f045750a5	0x3ff08ae16d1a38fd	0x3ff08ae16d1a38fd
exp	0x3fa116c9d279cd88	0x3ff08b04edbebe73	0x3ff08b04edbebe73
exp	0x3fa11a76cc44d8c4	0x3ff08b235527e6a0	0x3ff08b235527e6a0
exp	0x3fa11dd798309069	0x3ff08b3f46a1e7ea	0x3ff08b3f46a1e7ea
exp	0x3fa121a9bdf048cc	0x3ff08b5ee1f438c8	0x3ff08b5ee1f438c8
exp	0x3fa125be0fffc34d	0x3ff08b80a0ecee1d	0x3ff08b80a0ecee1d
exp	0x3fa12a655cc269d5	0x3ff08ba720166d01	0x3ff08ba720166d01
exp	0x3fa12eaffd58bf16	0x3ff08bcaa0ea6bde	0x3ff08bcaa0ea6bde
exp	0x3fa13291d4778ae2	0x3ff08beabf1bc74e	0x3ff08beabf1bc74e
exp	0x3fa136db35991aae	0x3ff08c0e362dd708	0x3ff08c0e362dd708
exp	0x3fa13b55861d9e02	0x3ff08c33426d49ee	0x3ff08c33426d49ee
exp	0x3fa13f6b5401b0d8	0x3ff08c550f5defb8	0x3ff08c550f5defb8
exp	0x3fa14345f52a436e	0x3ff08c74f2f1e85f	0x3ff08c74f2f1e85f
exp	0x3fa14740d8cce5ad	0x3ff08c95e1b2bb95	0x3ff08c95e1b2bb95
exp	0x3fa14b3e0cfebe3a	0x3ff08cb6e3dc6ce1	0x3ff08cb6e3dc6ce1
exp	0x3fa14f09348a1fb3	0x3ff08cd6481e44cb	0x3ff08cd6481e44cb
exp	0x3fa153031b4604a6	0x3ff08cf72f73f344	0x3ff08cf72f73f344
exp	0x3fa156d6d93bee81	0x3ff08d16db40e21a	0x3ff08d16db40e21a
exp	0x3fa15a99f51aac72	0x3ff08d35fda34be7	0x3ff08d35fda34be7
exp	0x3fa15e4799a6ca80	0x3ff08d546e98c79a	0x3ff08d546e98c79a
exp	0x3fa161c8e8de6ca4	0x3ff08d7170dc39c3	0x3ff08d7170dc39c3
exp	0x3fa1661d3f547a90	0x3ff08d9545e61396	0x3ff08d9545e61396
exp	0x3fa169b9305c2150	0x3ff08db32508850f	0x3ff08db32508850f
exp	0x3fa16e48c30dfb92	0x3ff08dd8e4eb8ae0	0x3ff08dd8e4eb8ae0
exp	0x3fa1728246c103df	0x3ff08dfbdccefdb0	0x3ff08dfbdccefdb0
exp	0x3fa176bef8ac4724	0x3ff08e1eef5012b9	0x3ff08e1eef5012b9
exp	0x3fa17b5272172879	0x3ff08e44d07433b7	0x3ff08e44d07433b7
exp	0x3fa17e83d8c52a30	0x3ff08e5f3ee013b0	0x3ff08e5f3ee013b0
exp	0x3fa182e38c77a321	0x3ff08e83740060aa	0x3ff08e83740060aa
exp	0x3fa186b8d53ef634	0x3ff08ea32f88239c	0x3ff08ea32f88239c
exp	0x3fa18bb41a8b868f	0x3ff08ecc6d2c9185	0x3ff08ecc6d2c9185
exp	0x3fa18fd18b17e4fa	0x3ff08eee7ea2d306	0x3ff08eee7ea2d306
exp	0x3fa194471fbe4fea	0x3ff08f136a212bac	0x3ff08f136a212bac
exp	0x3fa197c58b2dc4cf	0x3ff08f305786d79b	0x3ff08f305786d79b
exp	0x3fa19c51be34df5c	0x3ff08f55fee00bc4	0x3ff08f55fee00bc4
exp	0x3fa1a109ae0d3454	0x3ff08f7d10b74455	0x3ff08f7d10b74455
exp	0x3fa1a54a9676077c	0x3ff08fa0494ae48e	0x3ff08fa0494ae48e
exp	0x3fa1a925fb0d988e	0x3ff08fc0398a221e	0x3ff08fc0398a221e
exp	0x3fa1ad1875bedd8e	0x3ff08fe0e934917e	0x3ff08fe0e934917e
exp	0x3fa1b0f60cbf7e0a	0x3ff09000ec21e77e	0x3ff09000ec21e77e
exp	0x3fa1b5049eaf591f	0x3ff0902284ee63ea	0x3ff0902284ee63ea
exp	0x3fa1b8fdd5079624	0x3ff090436d1db3a6	0x3ff090436d1db3a6
exp	0x3fa1bd3f71e7b8e1	0x3ff09066ad2dd43e	0x3ff09066ad2dd43e
exp	0x3fa1c09da7fbf173	0x3ff09082922210c9	0x3ff09082922210c9
exp	0x3fa1c4b915752efc	0x3ff090a49673b539	0x3ff090a49673b539
exp	0x3fa1c8fa8418e0e6	0x3ff090c7d5d3a64b	0x3ff090c7d5d3a64b
exp	0x3fa1cc6d336c586b	0x3ff090e46500b378	0x3ff090e46500b378
exp	0x3fa1d061d1b71bcf	0x3ff0910528a3ab38	0x3ff0910528a3ab38
exp	0x3fa1d46e922da0c2	0x3ff09126b47049ce	0x3ff09126b47049ce
exp	0x3fa1d85bebe6cd73	0x3ff091473c61ec57	0x3ff091473c61ec57
exp	0x3fa1dc5dd12fa136	0x3ff091686ec5a072	0x3ff091686ec5a072
exp	0x3fa1e1177e281539	0x3ff0918f93e7db6b	0x3ff0918f93e7db6b
exp	0x3fa1e52c83ce22b1	0x3ff091b16550b56c	0x3ff091b16550b56c
exp	0x3fa1e8d186c3a058	0x3ff091cf97027eda	0x3ff091cf97027eda
exp	0x3fa1ed3f3d71d612	0x3ff091f447be75a3	0x3ff091f447be75a3
exp	0x3fa1f1a06d830818	0x3ff092189103c4f1	0x3ff092189103c4f1
exp	0x3fa1f5c22f41e4f2	0x3ff0923acd0818d3	0x3ff0923acd0818d3
exp	0x3fa1fa24a574967b	0x3ff0925f21761e5b	0x3ff0925f21761e5b
exp	0x3fa1fea725f14e74	0x3ff092847fb14b48	0x3ff092847fb14b48
exp	0x3fa2040b80b92c5d	0x3ff092b12dc6df56	0x3ff092b12dc6df56
exp	0x3fa20864e78b215d	0x3ff092d538243c48	0x3ff092d538243c48
exp	0x3fa20cb18a8b7bc4	0x3ff092f8d9076027	0x3ff092f8d9076027
exp	0x3fa2111ac4d474b7	0x3ff0931d67286d5c	0x3ff0931d67286d5c
exp	0x3fa217131f8244f8	0x3ff0934ee16d8287	0x3ff0934ee16d8287
exp	0x3fa21b656d8478f6	0x3ff09372b2501c8c	0x3ff09372b2501c8c
exp	0x3fa22040eda41388	0x3ff0939af49dd67f	0x3ff0939af49dd67f
exp	0x3fa224f6476fab4f	0x3ff093c1fb1836cd	0x3ff093c1fb1836cd
exp	0x3fa22957e272db75	0x3ff093e64bc7097a	0x3ff093e64bc7097a
exp	0x3fa22e460625a492	0x3ff0940f29adf340	0x3ff0940f29adf340
exp	0x3fa233520d1d9429	0x3ff09438ffbac30f	0x3ff09438ffbac30f
exp	0x3fa237fc96a6ba0e	0x3ff0945fae04e8eb	0x3ff0945fae04e8eb
exp	0x3fa23cbe7e530d1c	0x3ff094871e61c3e5	0x3ff094871e61c3e5
exp	0x3fa241987fc75b61	0x3ff094af56ea5f98	0x3ff094af56ea5f98
exp	0x3fa245f2fa80383b	0x3ff094d36e8c920d	0x3ff094d36e8c920d
exp	0x3fa24b21b7e8f872	0x3ff094fe66562594	0x3ff094fe66562594
exp	0x3fa24fa41c9875f4	0x3ff09523c99478de	0x3ff09523c99478de
exp	0x3fa253dc7a284788	0x3ff09546c758a04f	0x3ff09546c758a04f
exp	0x3fa257e5a39ec0ca	0x3ff095683dff7b42	0x3ff095683dff7b42
exp	0x3fa25cbf09913ab6	0x3ff0959073a0b815	0x3ff0959073a0b815
exp	0x3fa26084cf7f97ac	0x3ff095afbc0c3fa3	0x3ff095afbc0c3fa3
exp	0x3fa26474832170e7	0x3ff095d060651456	0x3ff095d060651456
exp	0x3fa2685a6fab1df6	0x3ff095f0b3e85c86	0x3ff095f0b3e85c86
exp	0x3fa26d8ac9b2b811	0x3ff0961bbbf31ba1	0x3ff0961bbbf31ba1
exp	0x3fa27202e46b9324	0x3ff09640cc60194a	0x3ff09640cc60194a
exp	0x3fa2767a28c5a04f	0x3ff09665d62dfb17	0x3ff09665d62dfb17
exp	0x3fa27c1a283ca18f	0x3ff096947d69904c	0x3ff096947d69904c
exp	0x3fa280644258f0d3	0x3ff096b81154b88d	0x3ff096b81154b88d
exp	0x3fa284f31b7cd716	0x3ff096dddfc60752	0x3ff096dddfc60752
exp	0x3fa2895495e90982	0x3ff0970236361000	0x3ff0970236361000
exp	0x3fa28de8ebf9abd0	0x3ff0972832d684b6	0x3ff0972832d684b6
exp	0x3fa291fa31347a81	0x3ff09749f08c5628	0x3ff09749f08c5628
exp	0x3fa296fad28e01af	0x3ff0977370338efa	0x3ff0977370338efa
exp	0x3fa29b79edc7de60	0x3ff09798bdb75d1f	0x3ff09798bdb75d1f
exp	0x3fa2a06739d476db	0x3ff097c19dbe4e5f	0x3ff097c19dbe4e5f
exp	0x3fa2a59bd19b8b5e	0x3ff097eccdaf6bab	0x3ff097eccdaf6bab
exp	0x3fa2aa7fbef0683e	0x3ff0981560c73274	0x3ff0981560c73274
exp	0x3fa2aef5602d7914	0x3ff0983a6115e45f	0x3ff0983a6115e45f
exp	0x3fa2b2af21269ce4	0x3ff098594acc81f7	0x3ff098594acc81f7
exp	0x3fa2b7accce7d725	0x3ff09882b48c0826	0x3ff09882b48c0826
exp	0x3fa2bc1d1c5b5949	0x3ff098a789aa2e9b	0x3ff098a789aa2e9b
exp	0x3fa2c1135b9b2149	0x3ff098d0b691ae9d	0x3ff098d0b691ae9d
exp	0x3fa2c5f092f8174d	0x3ff098f91425b64a	0x3ff098f91425b64a
exp	0x3fa2c9fe89297873	0x3ff0991aba176667	0x3ff0991aba176667
exp	0x3fa2cf5adc2ed15e	0x3ff099473749a287	0x3ff099473749a287
exp	0x3fa2d42a62355503	0x3ff0996f2458b40a	0x3ff0996f2458b40a
exp	0x3fa2d9bb2d66ab47	0x3ff0999d55ec862b	0x3ff0999d55ec862b
exp	0x3fa2de0f31f25650	0x3ff099c142a79bd8	0x3ff099c142a79bd8
exp	0x3fa2e3246eaa969e	0x3ff099eb7386cab5	0x3ff099eb7386cab5
exp	0x3fa2e8bffcf0637a	0x3ff09a19ffca6818	0x3ff09a19ffca6818
exp	0x3fa2ed189c3bca4e	0x3ff09a3e13cc5fe8	0x3ff09a3e13cc5fe8
exp	0x3fa2f1da802830e6	0x3ff09a6591fff35e	0x3ff09a6591fff35e
exp	0x3fa2f749f06bdecf	0x3ff09a92b1582dbf	0x3ff09a92b1582dbf
exp	0x3fa2fccb549fdbad	0x3ff09ac06637a787	0x3ff09ac06637a787
exp	0x3fa3019565fa3906	0x3ff09ae8298609d7	0x3ff09ae8298609d7
exp	0x3fa3069fb25e1758	0x3ff09b12027ff0f5	0x3ff09b12027ff0f5
exp	0x3fa30ba1b389f689	0x3ff09b3b9705d16c	0x3ff09b3b9705d16c
exp	0x3fa30f9d8f00ee84	0x3ff09b5cab381e32	0x3ff09b5cab381e32
exp	0x3fa31486f51ff0bd	0x3ff09b8574272a22	0x3ff09b8574272a22
exp	0x3fa31925d5715dba	0x3ff09babd2a34236	0x3ff09babd2a34236
exp	0x3fa31d9ae5edf478	0x3ff09bd0d63fd1e4	0x3ff09bd0d63fd1e4
exp	0x3fa32304835d2e90	0x3ff09bfdc91672e8	0x3ff09bfdc91672e8
exp	0x3fa32796ffb0fed0	0x3ff09c23c1c14a19	0x3ff09c23c1c14a19
exp	0x3fa32c5f84da0153	0x3ff09c4b7b882a52	0x3ff09c4b7b882a52
exp	0x3fa33195cfef6db7	0x3ff09c76c568d3fc	0x3ff09c76c568d3fc
exp	0x3fa337723392a0f5	0x3ff09ca7734faa1c	0x3ff09ca7734faa1c
exp	0x3fa33d0131c66b27	0x3ff09cd59ee44978	0x3ff09cd59ee44978
exp	0x3fa341291e47f163	0x3ff09cf824522921	0x3ff09cf824522921
exp	0x3fa345d2f4995b22	0x3ff09d1ee133c355	0x3ff09d1ee133c355
exp	0x3fa34a8a83ef0bcb	0x3ff09d46106eee81	0x3ff09d46106eee81
exp	0x3fa34fa1cf1194a3	0x3ff09d705b54b9cb	0x3ff09d705b54b9cb
exp	0x3fa3548fbee604dd	0x3ff09d994f10cd2b	0x3ff09d994f10cd2b
exp	0x3fa35915035289a0	0x3ff09dbedd96a3fb	0x3ff09dbedd96a3fb
exp	0x3fa35e091b87e0d0	0x3ff09de8053d6bdb	0x3ff09de8053d6bdb
exp	0x3fa362a603e16fb1	0x3ff09e0e58e0d029	0x3ff09e0e58e0d029
exp	0x3fa3673041f5988f	0x3ff09e3411c5fba6	0x3ff09e3411c5fba6
exp	0x3fa36bccc99816ac	0x3ff09e5a62f5260d	0x3ff09e5a62f5260d
exp	0x3fa370a9c6986f89	0x3ff09e82cc1c26af	0x3ff09e82cc1c26af
