# glossary links — es
#
# Generated by lib/glossary/report.test.ts from content/. Reviewed by hand, then frozen: any
# content change that moves a link shows up here as a diff. Do not hand-edit — fix the prose or
# the entry's `match` / `link` / `link_except` in glossary.yaml and regenerate.
#
# 562 web marks · 57 of them also a PDF link · 119 linkable terms the book never links
#
# lesson   policy  term id                      context, with the marked words in «»
m17-l2   W       g-wick                       …nsos y saltan con movimientos minúsculos: una «mecha» de ~1% puede liquidar una posición de 100×, a…
m18-l1   W       g-market-cap                 …e circulan 500 millones de tokens a $1,00 (un «market cap» de 500 millones de dólares) y el calendario e…
m18-l1   W       g-candle                     Ese viento en contra es invisible en una «vela»; solo lo ves si lees el calendario. Un token …
m18-l1   W       g-volume                     dos días y medio de «volumen» normal
m18-l1   W       g-breakout                   …te de tu análisis técnico y no va aparte. Una «ruptura» limpia, una tendencia de apoyo, un setup de m…
m18-l1   W       g-trend                      …cnico y no va aparte. Una ruptura limpia, una «tendencia» de apoyo, un setup de manual: todo eso puede …
m18-l1   W       g-setup                      …na ruptura limpia, una tendencia de apoyo, un «setup» de manual: todo eso puede quedar
m18-l1   W       g-order-book                 El desbloqueo impacta contra un «libro de órdenes» vivo a la hora que toque. No hay sesión noctu…
m18-l1   W       g-cascade                    … mismas condiciones que vuelven feroces a las «cascadas» de liquidación vuelven feroces a los volcados…
m18-l1   W       g-liquidation                …iciones que vuelven feroces a las cascadas de «liquidación» vuelven feroces a los volcados de desbloqueo.
m34-l1   W       g-spot                       … de pasada. El perpetuo cotiza por encima del «spot», así que alguien vende el perpetuo caro y com…
m34-l1   W       g-contract                   1 BTC en «contratos», a esos mismos 60.000.
m34-l1   W       g-funding                    el «funding» es positivo, y funding positivo significa que…
m34-l1   W       g-long                       …ositivo, y funding positivo significa que los «largos» pagan a los cortos
m34-l1   W       g-short                      …positivo significa que los largos pagan a los «cortos»
m34-l1   W       g-premium                    —la «prima» del perpetuo sobre el spot— y la tasa de fund…
m34-l1   W       g-funding-rate               —la prima del perpetuo sobre el spot— y la «tasa de funding» son un mismo hecho visto dos veces, como ya d…
m34-l1   W       g-leverage                   …to del carry es un termómetro de la manía del «apalancamiento»
m34-l1   W       g-discount                   , con el mismo reloj. Si el perpetuo se va a «descuento» —una caída, una oleada de cortos en pánico (
m34-l1   W       g-liquidation                …e grabarse a fuego, y es donde vuelve m06, la «liquidación».
m34-l1   W       g-maintenance-margin         …e calcula por posición, por cuenta, contra el «margen de mantenimiento» y sin mirar tus intenciones— se aplica aquí s…
m34-l2   W       g-funding                    …ectura que m19 hace del interés abierto y del «funding», y la que hace m16 de un squeeze de volatilid…
m34-l2   W       g-squeeze                    …bierto y del funding, y la que hace m16 de un «squeeze» de volatilidad, aplicada a la agenda. Un even…
m34-l2   W       g-tokenomics                 enseñó la «tokenómica» de esto —oferta circulante frente a valoració…
m34-l2   W       g-circulating-supply         enseñó la tokenómica de esto —«oferta circulante» frente a valoración totalmente diluida, y por…
m34-l2   W       g-fdv                        …ente diluida, y por qué un float bajo con una «FDV» grande es una promesa de oferta futura—. Aquí…
m34-l2   W       g-depth                      …o; lo que importa es ese número al lado de la «profundidad» (
m34-l2   W       g-short                      …pués o puede haber cubierto la exposición con «un corto» mucho antes de la fecha, en cuyo caso la vent…
m34-l2   W       g-contract                   ). ¿Por qué mueven entonces el perpetuo los «contratos» con fecha y los vencimientos de opciones?
m34-l2   W       g-spot                       Un contrato con fecha converge al «spot» cuando vence, y todo lo construido sobre la d…
m34-l2   W       g-carry                      …rencia entre él y el perpetuo —operaciones de «carry», spreads de calendario, toda
m34-l2   W       g-volume                     cuando se dispara el «volumen»
m34-l2   W       g-liquidation-price          …por tu orden de stop —si la pusiste— y por tu «precio de liquidación» si no.
m34-l2   W       g-custody                    …n derechos frente a una empresa. El riesgo de «custodia» no va solo de robos: va de tener acceso en el…
m34-l2   W       g-liquidation                El motor de «liquidación» del exchange no se cae cuando se cae la app. …
m34-l2   W       g-maintenance-margin         …ae la app. Tu posición se sigue marcando y tu «margen de mantenimiento» se sigue comprobando puedas o no entrar. Ese …
m34-l2   WP      g-position-size              …en vez de vivir en tu cabeza, y a favor de un «tamaño de posición» que sobreviva a un movimiento al que no pueda…
m34-l2   W       g-delta-neutral              , dicho una vez más: una posición «delta neutral» cuyas patas están en una plataforma a la que …
m19-l1   W       g-margin                     …ca tu stop, no el tamaño de la posición ni el «margen» que depositas para abrirla.
m19-l1   WP      g-daily-stop                 «freno diario»
m19-l1   W       g-atr                        …dea queda realmente invalidada, nunca en "1,5 «ATR»" porque lo diga un múltiplo. Pero un stop pue…
m19-l1   W       g-timeframe                  de la «temporalidad» en la que entraste —la regla de
m19-l1   W       g-liquidation-price          …ia aquí es que llega a tu stop en vez de a tu «precio de liquidación». La aritmética de arriba te entrega las dos r…
m19-l1   W       g-leverage                   … de todo el curso es creer que el selector de «apalancamiento»
m19-l1   W       g-notional                   , un «nocional» de
m19-l1   W       g-liquidation                Dónde queda la «liquidación» respecto a tu stop.
m19-l1   W       g-long                       Con la fórmula de m06 para «un largo»,
m19-l1   W       g-setup                      Un «setup» cuyo objetivo está a tres distancias de stop …
m19-l1   WP      g-payoff                     —tasa de acierto frente a «payoff»— en lugar de por si la última operación resul…
m19-l1   W       g-altcoin                    …ento del 10–15% en un día es corriente en una «altcoin» y sería una sacudida de las que se ven una ve…
m19-l1   W       g-cascade                    …tranquilo no es automáticamente seguro en una «cascada», y esa es la razón práctica para quedarse bas…
m19-l1   WP      g-portfolio-risk             «Riesgo de cartera»
m19-l2   W       g-long                       que representan esos tickets. Diez «largos» en diez monedas que se mueven todas juntas so…
m19-l2   W       g-short                      Un largo y «un corto» en instrumentos correlacionados se cancelan e…
m19-l2   W       g-notional                   «nocional» = 100 ÷ 0,10 = 1.000 USDT por posición.
m19-l2   W       g-candle                     …lacionadas, llegan juntas, dentro de una sola «vela».
m19-l2   W       g-narrative                  …endientes: cada una sube o baja por su propia «narrativa», su propio listado, su propio influencer. Eso…
m19-l2   W       g-drawdown                   En un «drawdown», las correlaciones de cripto saltan hacia +1:
m19-l2   W       g-cross-margin               …osiciones comparten un mismo fondo de margen («margen cruzado»), una caída correlacionada las arrastra a tod…
m19-l2   W       g-liquidation                «liquidación»
m19-l2   W       g-cascade                    …ían independientes pueden caer como una única «cascada».
m20-l1   W       g-timeframe                  …acertar pronto, porque casi todo lo demás —tu «temporalidad», tu factura de comisiones, incluso tu sueño— …
m20-l1   W       g-breakout                   un day trader toma una «ruptura» matinal a las 09:00, la gestiona un par de ho…
m20-l1   W       g-setup                      …r los estilos, no lo ingenioso que parezca el «setup» ni la moneda que te toque operar.
m20-l1   W       g-spread                     «spread»
m20-l1   W       g-fee                        «comisión»
m20-l1   WP      g-win-rate                   «win rate» genuinamente más alto solo para no perder
m20-l1   W       g-funding                    El «funding» sigue el tiempo que mantienes.
m20-l1   W       g-long                       , «largos» y cortos intercambian un pequeño pago llamado…
m20-l1   W       g-short                      , largos y «cortos» intercambian un pequeño pago llamado
m20-l1   W       g-contract                   un «contrato» de futuros normal vence, y esa fecha de venci…
m20-l1   W       g-expiry                     …trato de futuros normal vence, y esa fecha de «vencimiento» es la que arrastra su precio de vuelta hacia …
m20-l1   W       g-spot                       … la que arrastra su precio de vuelta hacia el «spot». Un perpetuo nunca vence, así que necesita ot…
m20-l1   W       g-taker                      …l mismo movimiento a cada estilo. La comisión «taker» es del
m20-l1   W       g-position-size              stop y tu «tamaño de posición» tienen que vigilar por ti
m20-l1   W       g-volume                     Ahí está el «volumen»: mesas de trading con personal, creadores de …
m20-l1   W       g-range                      El «rango» del fin de semana y el barrido del lunes.
m20-l1   W       g-sweep                      El rango del fin de semana y el «barrido» del lunes.
m20-l1   W       g-trend                      …lumen —sin flujo institucional que empuje una «tendencia», el precio se enrosca— y los traders colocan …
m20-l1   W       g-wick                       …mañana llega volumen real, el precio hace una «mecha» hasta 59.100 —por debajo del mínimo del rango…
m20-l1   W       g-candle                     m08-l2 lo dice para una «vela» suelta: una mecha espectacular en un libro tr…
m20-l1   W       g-liquidity-void             …echa espectacular en un libro tranquilo es un «vacío de liquidez», no un rechazo. Generalízalo a todas las seña…
m20-l1   W       g-rejection                  …ibro tranquilo es un vacío de liquidez, no un «rechazo». Generalízalo a todas las señales que uses: u…
m20-l1   W       g-slippage                   …pidos y una ejecución limpia; los costes y el «slippage» importan enormemente, y el desgaste emocional…
m20-l2   W       g-timeframe                  …o y, sin decirlo mucho, con dos gráficos: una «temporalidad» lenta y otra rápida. Esta lección va de qué s…
m20-l2   W       g-candle                     Una «vela» de 4h
m20-l2   W       g-higher-high-hh             de 4h es el «máximo más alto» que alcanzara
m20-l2   W       g-lower-low-ll               de 4h es el «mínimo más bajo» que hiciera
m20-l2   W       g-volume                     «volumen»
m20-l2   WP      g-delta                      …ura quién estaba apretando y en qué orden: el «delta» que el OHLCV no puede llevar. Aquí, la vela d…
m20-l2   W       g-wick                       … ese mismo tramo son dos o tres velas con una «mecha» metida en el nivel y un cuerpo que nunca cerr…
m20-l2   W       g-body                       …s velas con una mecha metida en el nivel y un «cuerpo» que nunca cerró al otro lado. El mismo nivel,…
m20-l2   W       g-long                       hay que buscar «un largo» siquiera; la inferior te dice
m20-l2   W       g-order-book                 … gente y con más convicción. Es aritmética de «libro de órdenes», no jerarquía. Y dicho así te llevas el límit…
m20-l2   W       g-trend                      Encuentras en la temporalidad menor una «tendencia» que en la mayor es un pullback.
m20-l2   W       g-trigger                    El contexto arriba, el «trigger» abajo. Nunca al revés.
m20-l2   W       g-range                      … importan. Si la respuesta es «sin sesgo» —un «rango», un gráfico que no hace nada—, esa es una res…
m20-l2   W       g-setup                      de haber encontrado un «setup» que te gusta es ir de compras con pasos inter…
m21-l1   W       g-order-book                 …detalle; es donde tu plan se encuentra con el «libro de órdenes».
m21-l1   W       g-taker                      «taker»
m21-l1   W       g-maker                      «maker»
m21-l1   W       g-market-order               . Una «orden de mercado» te mete, pero el precio es el que haya. Una o…
m21-l1   W       g-ask                        …ado. Quieres comprar 1 BTC y la mejor oferta («ask») está en
m21-l1   W       g-fee                        …a veces bonifican al maker. Esa diferencia de «comisión» es pequeña por operación y grande a lo largo …
m21-l1   W       g-trigger                    «trigger» (trigger)
m21-l1   W       g-long                       salta. Pones un stop-limit para salir de «un largo» en pérdidas: trigger en 100, límite en 99,9. …
m21-l1   W       g-liquidation                «liquidación»
m21-l1   W       g-margin                     …una posición apalancada cuando se te agota el «margen». Un stop-loss lo decides tú, para salir en un…
m21-l1   W       g-short                      … futuros perpetuos puedes mantener un largo o «un corto», y una orden puede hacer crecer una posición …
m21-l1   W       g-volume                     : cuánto «volumen» hay puesto cerca del precio actual. Un libro …
m21-l1   W       g-contract                   10 «contratos»
m21-l1   W       g-last-price                 …que una orden de mercado se ejecuta cerca del «último precio» impreso cuando el libro que hay detrás está v…
m21-l1   W       g-altcoin                    …ercado grande a un libro poco profundo de una «altcoin» y barrerás todos los niveles puestos, empujan…
m21-l1   W       g-spot                       En «spot» solo puedes vender lo que tienes, así que una…
m22-l1   W       g-r-multiple                 «múltiplos R»
m22-l1   W       g-funding                    …ada operación paga comisiones (y, en futuros, «funding»). Un payoff que queda en tablas sobre el pape…
m22-l1   W       g-drawdown                   …tá "roto", así que rompen las reglas en pleno «drawdown», a menudo justo antes de que la racha termine…
m22-l1   W       g-candle                     …na de cierre, sin fin de semana, siempre otra «vela». Eso es precisamente lo que lo hace peligroso…
m22-l1   W       g-setup                      «setup» concreto
m22-l1   W       g-fomo                       …ración marginal tomada por aburrimiento o por «FOMO» es una operación de esperanza más baja o nega…
m22-l1   W       g-fee                        : cada operación de más paga la «comisión» de ida y vuelta, y un edge ajustado por opera…
m23-l1   W       g-liquidation                «liquidación»
m23-l1   W       g-leverage                   … seguidas parecen habilidad. Así que subes el «apalancamiento» y el tamaño porque
m23-l1   W       g-variance                   Un puñado de resultados está dominado por la «varianza», pero la mente se niega a verlo así. Atribuye…
m23-l1   W       g-candle                     El precio se dispara sin ti. Cada «vela» que te quedas fuera parece dinero que se va a…
m23-l1   W       g-setup                      … subió. Acabas comprando una sensación, no un «setup», y llegando justo donde los compradores anter…
m23-l1   W       g-scalping                   «Scalping»
m23-l1   W       g-day-trading                «Day trading»
m23-l1   W       g-swing-trading              «Swing trading»
m23-l1   W       g-spot                       …En una cuenta de acciones sin apalancamiento («spot»), una operación de venganza o una persecución…
m24-l1   W       g-confluence                 …prendido las piezas por separado: estructura, «confluencia», la reacción en un nivel, dimensionar desde e…
m24-l1   W       g-expectancy                 …cción en un nivel, dimensionar desde el stop, «esperanza» matemática. Una operación es esas piezas ensa…
m24-l1   W       g-trend                      …e algo? En el gráfico diario, BTC está en una «tendencia» alcista limpia —una secuencia de máximos más …
m24-l1   W       g-pullback                   . Un «retroceso» dentro de una tendencia alcista es justo lo q…
m24-l1   W       g-range                      …texto decide si hay operación siquiera. En un «rango» o una tendencia bajista, este mismo setup ser…
m24-l1   W       g-timeframe                  …qué gráfico salió forma parte del método. Las «temporalidades» anidadas (m03-l2) y la elección de temporalid…
m24-l1   W       g-candle                     . En esta operación la «vela» de rechazo de más abajo es un cierre de
m24-l1   W       g-rejection                  . En esta operación la vela de «rechazo» de más abajo es un cierre de
m24-l1   W       g-wick                       , y el stop se mide desde la «mecha» de esa vela.
m24-l1   W       g-long                       , no una oportunidad de operar en contra: «un largo» limpio en 1 hora dentro de una tendencia baji…
m24-l1   W       g-resistance                 que se rompió al subir (la vieja «resistencia» pasa a soporte), es el
m24-l1   W       g-support                    … rompió al subir (la vieja resistencia pasa a «soporte»), es el
m24-l1   W       g-ema                        «EMA» de 50 al alza
m24-l1   W       g-leverage                   …n cada operación sin importar el precio ni el «apalancamiento»; invíertelo —elige un tamaño y luego busca un…
m24-l1   W       g-breakout                   : una «ruptura» de estructura en la dirección de la operación…
m24-l1   W       g-higher-high-hh             …eración, que en este largo significa un nuevo «máximo más alto» y después el mínimo más alto que le sigue, am…
m24-l1   W       g-higher-low-hl              …gnifica un nuevo máximo más alto y después el «mínimo más alto» que le sigue, ambos por encima de la entrada,…
m24-l1   W       g-payoff                     : el runner gratis costó 0,7R del «payoff» de esta operación. Recortar las ganadoras de …
m24-l1   W       g-short                      Arriba en un largo, abajo en «un corto»;
m24-l1   W       g-realized-pnl               si el «PnL realizado» del día llega a −X% de la cuenta, dejo de ope…
m24-l1   W       g-liquidation                «liquidación»
m24-l1   W       g-volume                     …000 puede recibir una mecha violenta con poco «volumen»: una razón más para que protejan el stop y el…
m24-l2   W       g-setup                      El «setup»
m24-l2   W       g-confluence                 : qué viste (contexto, nivel, «confluencia») y por qué era una operación.
m24-l2   W       g-position-size              medir en R elimina el «tamaño de posición» y el tamaño de la cuenta, así que cien operac…
m24-l2   W       g-slippage                   . No tiene «slippage» real y, más importante, no tiene miedo real: …
m24-l2   W       g-leverage                   …ra no validar; pero ese mismo acceso 24/7, el «apalancamiento» alto y el feed lleno de las ganancias de otro…
m24-l2   W       g-funding                    …honesto: como el slippage real, los costes de «funding» y los gaps nocturnos de cripto (unlocks de m2…
m33-l1   W       g-expectancy                 te dio un número: la «esperanza» matemática, el resultado medio de una operaci…
m33-l1   W       g-win-rate                   Apuntaste un «win rate» y un payoff medio, los multiplicaste y salió …
m33-l1   W       g-payoff                     Apuntaste un win rate y un «payoff» medio, los multiplicaste y salió una respuest…
m33-l1   W       g-setup                      …etivo, tamaño de la posición, qué invalida el «setup»: en papel, con palabras que pudiera seguir un…
m33-l1   W       g-trendline                  …acktest sin reglas escritas de antemano es la «línea de tendencia» redibujada de
m33-l1   W       g-candle                     2. «Vela» a vela, sin volver hacia atrás.
m33-l1   W       g-rsi                        …resultados son mediocres. Así que ajustas. El «RSI» 14 pasa a ser RSI 11 porque así pilla el movi…
m33-l1   W       g-volume                     …la el movimiento de marzo. Añades «solo si el «volumen» está por encima de la media de 20 barras». Añ…
m33-l1   W       g-stop-limit                 Tu «stop-limit» no se ejecuta (
m33-l1   W       g-spread                     ); cruzas un «spread» más ancho del que suponía el backtest; el sli…
m33-l1   W       g-slippage                   …ead más ancho del que suponía el backtest; el «slippage» de la entrada se come un quinto de la ventaja…
m33-l1   W       g-funding                    …a entrada se come un quinto de la ventaja; el «funding» se acumula en las tenencias de swing. Un back…
m33-l1   W       g-drawdown                   …a como prueba de que el sistema está roto: un «drawdown» más profundo que el peor que produjo el backt…
m25-l1   W       g-candle                     …leído hasta ahora sale de una sola fuente: la «vela» OHLCV. Apertura, máximo, mínimo, cierre, volu…
m25-l1   W       g-volume                     …vela OHLCV. Apertura, máximo, mínimo, cierre, «volumen»: cinco números por periodo. Tendencia y rango…
m25-l1   W       g-trend                      …, cierre, volumen: cinco números por periodo. «Tendencia» y rango, niveles, medias móviles, RSI, MACD, …
m25-l1   W       g-range                      …lumen: cinco números por periodo. Tendencia y «rango», niveles, medias móviles, RSI, MACD, confirma…
m25-l1   W       g-rsi                        …. Tendencia y rango, niveles, medias móviles, «RSI», MACD, confirmación por volumen; cada una de …
m25-l1   W       g-macd                       …dencia y rango, niveles, medias móviles, RSI, «MACD», confirmación por volumen; cada una de esas c…
m25-l1   W       g-contract                   …en un rango del 0,2 %, las dos negocian 5.000 «contratos». En la primera, los compradores fueron el lad…
m25-l1   W       g-maker                      «maker»
m25-l1   W       g-taker                      «taker»
m25-l1   WP      g-cvd                        m30 — «CVD».
m25-l1   W       g-divergence                 …una sesión entera en una línea continua, y la «divergencia» entre esa línea y el precio. Este lo practica…
m25-l1   W       g-order-book                 m31 — el «libro de órdenes».
m25-l1   W       g-depth                      Las propias órdenes en reposo: «profundidad», muros, desequilibrio. Se enseña de forma con…
m25-l1   W       g-wall                       Las propias órdenes en reposo: profundidad, «muros», desequilibrio. Se enseña de forma conceptual…
m25-l1   W       g-imbalance                  …ropias órdenes en reposo: profundidad, muros, «desequilibrio». Se enseña de forma conceptual.
m25-l1   W       g-premium                    m32 — la «prima» entre exchanges.
m25-l1   WP      g-footprint                  m33 — gráficos de «footprint» y perfil de volumen.
m25-l1   W       g-volume-profile             m33 — gráficos de footprint y «perfil de volumen».
m25-l1   WP      g-absorption                 «absorción»
m25-l1   W       g-spring                     «spring»
m25-l1   W       g-support                    de m09 y su test —una estocada bajo el «soporte» que se recupera— es la historia de una venta …
m25-l1   W       g-oscillator                 …um se niega a confirmarlo— es un patrón en un «oscilador» calculado a partir del precio. m30 aplica la …
m25-l1   W       g-confluence                 El hábito sigue siendo el de m14: «confluencia». El flujo de órdenes es otra lente, y buena. …
m25-l1   W       g-spread                     … es señal de tener razón. Los takers pagan el «spread» y, en un perpetuo, a menudo la comisión más a…
m25-l1   W       g-fee                        …agan el spread y, en un perpetuo, a menudo la «comisión» más alta; buena parte del flujo taker son órd…
m26-l1   W       g-delta                      El «delta» de un solo periodo te dice quién presionaba d…
m26-l1   W       g-candle                     …una hora te dice más o menos lo mismo que una «vela». Lo que convierte el delta en una herramienta…
m26-l1   W       g-accumulation               Esa «acumulación» es el
m26-l1   W       g-volume                     : cumulative volume delta, delta de «volumen» acumulado. Es el instrumento de flujo de órde…
m26-l1   W       g-order-flow                 …ta de volumen acumulado. Es el instrumento de «flujo de órdenes» más útil para quien lee gráficos, y esta lecc…
m26-l1   W       g-taker                      …e el delta de cada periodo —volumen de compra «taker» menos volumen de venta taker— y ve manteniend…
m26-l1   W       g-trend                      …erie de precio y se comporta como ella: tiene «tendencia», hace máximos más altos y mínimos más bajos, …
m26-l1   W       g-higher-low-hl              …que C funciona sobre ella. Un CVD que hace un «mínimo más alto» se lee igual que un precio que hace un mínimo…
m26-l1   W       g-breakout                   … el volumen contra su propia media, y que una «ruptura» necesita multitud. El CVD responde una pregun…
m26-l1   W       g-range                      … fuerte: una barra de volumen enorme casi sin «rango» de precio, así que
m26-l1   W       g-oscillator                 …a lección, y es la lógica de m12 cambiando el «oscilador».
m26-l1   W       g-divergence                 «Divergencia» alcista de CVD.
m26-l1   W       g-lower-low-ll               «mínimo más bajo»
m26-l1   W       g-higher-high-hh             «máximo más alto»
m26-l1   W       g-lower-high-lh              «máximo más bajo»
m26-l1   W       g-contract                   …la venta agresiva domina la sesión por 18.800 «contratos». El precio rebota, se da la vuelta y araña un…
m26-l1   W       g-spring                     «spring»
m26-l1   W       g-support                    es una estocada bajo el «soporte» que se recupera, y solo puedes etiquetarla co…
m26-l1   W       g-wick                       … el precio vuelva adentro: en vivo, esa misma «mecha» es indistinguible del comienzo de una ruptura…
m26-l1   W       g-confluence                 Esto no vuelve seguro el spring: es «confluencia» (m14), una lente independiente más que coinci…
m26-l1   W       g-spot                       Perpetuos y «spot» cuentan historias distintas.
m26-l1   W       g-timeframe                  La «temporalidad» cambia la lectura.
m26-l1   W       g-imbalance                  …go de las barras horarias de una sesión es un «desequilibrio» real. Lee el CVD en la temporalidad en la que…
m27-l1   W       g-order-book                 . m02 presentó el «libro de órdenes» al principio, como parte de aprender qué es u…
m27-l1   W       g-absorption                 … porque el libro es donde vive físicamente la «absorción» del módulo anterior.
m27-l1   W       g-bid                        …ad: cuánto hay en cola ahí. El hueco entre el «bid» más alto y el ask más bajo es el
m27-l1   W       g-ask                        …cola ahí. El hueco entre el bid más alto y el «ask» más bajo es el
m27-l1   W       g-spread                     «spread»
m27-l1   W       g-candle                     …precio— y un momento después es distinta. Una «vela» es un registro del pasado. Un libro es una fo…
m27-l1   W       g-taker                      …cionan directamente: la orden a mercado de un «taker» se come el libro en reposo, nivel a nivel de …
m27-l1   W       g-volume                     el mecanismo por el que el precio sube. El «volumen» es el registro de ese consumo; el libro es el…
m27-l1   W       g-depth                      «profundidad»
m27-l1   W       g-slippage                   «slippage»
m27-l1   W       g-resistance                 . Eso es una afirmación sobre la «resistencia» al movimiento, no una predicción.
m27-l1   W       g-funding                    …el desequilibrio como m19 te enseñó a leer el «funding»: como una medida de
m28-l1   W       g-spot                       …el hueco entre un perpetuo y su propio precio «spot», y cómo una prima sostenida se lee como un po…
m28-l1   W       g-blockchain                 …da entre exchanges requiere confirmaciones de «blockchain»: minutos, a veces mucho más cuando una red es…
m28-l1   W       g-funding                    … ocurrido. Es una lectura de flujo y, como el «funding» en m19, es más informativa en los extremos y …
m28-l1   W       g-stablecoin                 …aran, el tipo local y el propio anclaje de la «stablecoin» son lo más propenso a estar tambaleándose. Co…
m29-l1   W       g-candle                     en el eje horizontal: una «vela» por periodo, una barra de volumen por periodo…
m29-l1   W       g-volume                     …orizontal: una vela por periodo, una barra de «volumen» por periodo, un valor de CVD por periodo. Est…
m29-l1   W       g-cvd                        …una barra de volumen por periodo, un valor de «CVD» por periodo. Este último módulo del bloque va…
m29-l1   W       g-order-book                 Como m31, el «libro de órdenes», esta lección es
m29-l1   W       g-bid                        (también llamado de clusters o de «bid»/ask) coge una sola vela y la abre. En lugar d…
m29-l1   W       g-ask                        (también llamado de clusters o de bid/«ask») coge una sola vela y la abre. En lugar de un…
m29-l1   W       g-body                       … coge una sola vela y la abre. En lugar de un «cuerpo» y dos mechas, cada nivel de precio
m29-l1   W       g-wick                       …a vela y la abre. En lugar de un cuerpo y dos «mechas», cada nivel de precio
m29-l1   W       g-range                      del «rango» de esa vela recibe una fila, y cada fila mues…
m29-l1   W       g-taker                      …hí, normalmente separado en volumen de compra «taker» y volumen de venta taker a ese precio exacto.
m29-l1   W       g-delta                      … parte del esfuerzo. Fíjate en que esto es el «delta» de m29, pero resuelto
m29-l1   W       g-histogram                  …volumen total negociado a cada precio como un «histograma» horizontal al lado del gráfico. Las barras al…
m29-l1   W       g-support                    Por qué esto mejora los "«soportes» y resistencias".
m29-l1   W       g-resistance                 Por qué esto mejora los "soportes y «resistencias»".
m29-l1   W       g-order-flow                 …ue un dato más fino significa más certeza. El «flujo de órdenes», el libro, los footprints: cada uno es una me…
m29-l1   W       g-imbalance                  …ados es un momento de una vela, e incontables «desequilibrios» así se resuelven en nada. Leer footprint es u…
m30-l1   W       g-sweep                      …n otros nombres: las bolsas de liquidez y los «barridos» en
m30-l1   W       g-spring                     , el «spring» y la absorción en
m30-l1   W       g-absorption                 , el spring y la «absorción» en
m30-l1   W       g-change-of-character        , el «cambio de carácter» en
m30-l1   W       g-role-reversal              , la «inversión de roles» y los soportes como
m30-l1   W       g-support                    , la inversión de roles y los «soportes» como
m30-l1   W       g-liquidity-void             , el «vacío de liquidez» en
m30-l1   W       g-candle                     hizo con los patrones de «vela» japoneses: mapea cada nombre sobre una mecáni…
m30-l1   W       g-fibonacci                  con «Fibonacci» y
m30-l1   W       g-range                      … palabra, el comprador que absorbe dentro del «rango» de
m30-l1   W       g-order-book                 , no una observación. Nadie anuncia nada y el «libro de órdenes» no muestra nada; lo que se razona es que un t…
m30-l1   W       g-breakout                   la «ruptura» va primero
m30-l1   W       g-pullback                   …haya roto nada, y las velas anteriores son un «retroceso» corriente de los que toda tendencia está llen…
m30-l1   W       g-trend                      …es son un retroceso corriente de los que toda «tendencia» está llena. Este es el error que más caro sal…
m30-l1   W       g-wick                       …ba respetando: esa es la ruptura. Y no es una «mecha» asomando —decide el cuerpo, como en
m30-l1   W       g-retest                     …algo, que necesita el mismo cierre y el mismo «retest» que necesitarías en cualquier otro nivel.
m30-l1   W       g-imbalance                  Dos cosas que un «desequilibrio»
m30-l1   W       g-lower-low-ll               , el primer «mínimo más bajo» en una tendencia alcista.
m30-l1   W       g-higher-high-hh             «máximo más alto» también está rompiendo un nivel de swing, sol…
m30-l1   W       g-liquidation                "Los stops y los precios de «liquidación» se agrupan justo debajo de un mínimo obvio, a…
m30-l1   W       g-order-flow                 con el «flujo de órdenes» y
m30-l1   W       g-footprint                  con el «footprint»: decir qué hace la herramienta, decir dónde s…
#
# Never linked in the book: the term's first occurrence in reading order fell in a lesson it
# points back at, which spends its one slot. Correct, not a bug — it is still a web tooltip.
#   g-accumulation
#   g-aggressor
#   g-altcoin
#   g-ask
#   g-atr
#   g-backtest
#   g-bid
#   g-blockchain
#   g-body
#   g-bollinger
#   g-break-even-win-rate
#   g-candle
#   g-capitulation
#   g-carry
#   g-cash-and-carry
#   g-cex
#   g-change-of-character
#   g-choch
#   g-correlation
#   g-cross-margin
#   g-custody
#   g-day-trading
#   g-death-cross
#   g-delta-neutral
#   g-depth
#   g-dex
#   g-discount
#   g-distribution
#   g-dom
#   g-dominance
#   g-drawdown
#   g-ema
#   g-engulfing
#   g-euphoria
#   g-expectancy
#   g-fair-value-gap
#   g-fakeout
#   g-false-break
#   g-fdv
#   g-fear-greed
#   g-forward-testing
#   g-golden-cross
#   g-golden-zone
#   g-hidden-divergence
#   g-higher-high-hh
#   g-histogram
#   g-initial-margin
#   g-inverse-contract
#   g-isolated-margin
#   g-keltner
#   g-last-price
#   g-limit-order
#   g-liquidity-grab
#   g-liquidity-map
#   g-liquidity-void
#   g-lower-high-lh
#   g-macd
#   g-maintenance-margin
#   g-maker
#   g-mark-price
#   g-markdown
#   g-market-cap
#   g-market-order
#   g-markup
#   g-max-supply
#   g-moving-average
#   g-multi-timeframe
#   g-narrative
#   g-ohlc
#   g-open-interest-oi
#   g-order-block
#   g-origin-zone
#   g-oscillator
#   g-overbought
#   g-overfitting
#   g-overrun
#   g-oversold
#   g-perpetual-future
#   g-pnl
#   g-poc
#   g-r-multiple
#   g-realized-pnl
#   g-reduce-only
#   g-regular-divergence
#   g-rejection
#   g-revenge-trading
#   g-risk-budget
#   g-risk-off
#   g-risk-on
#   g-role-reversal
#   g-rotation
#   g-rsi
#   g-scalping
#   g-sell-the-news
#   g-short
#   g-signal-line
#   g-sma
#   g-smart-money
#   g-smc
#   g-spot
#   g-spread
#   g-stablecoin
#   g-stop-limit
#   g-stop-market
#   g-sweep
#   g-swing-high
#   g-swing-low
#   g-take-profit
#   g-taker
#   g-timeframe
#   g-tokenomics
